name	submodule	is_seed	spd	component_id
P78527	1	1	0.07063197026022305	0
P52701	1	1	0.12790697674418605	0
P43246	1	1	0.1076923076923077	0
Q9Y2M0	1	1	0.047619047619047616	0
Q92878	1	1	0.14606741573033707	0
P54132	1	1	0.2125	0
P20585	1	1	0.14814814814814814	0
P40692	1	0	0.07894736842105263	0
Q99638	1	0	0.25806451612903225	0
O60934	1	0	0.2077922077922078	0
Q13363	2	1	0.22666666666666666	0
Q9H2P0	2	1	0.17777777777777778	0
Q12873	2	1	0.16428571428571428	0
P56545	2	1	0.2235294117647059	0
Q09028	2	1	0.13440860215053763	0
Q92769	2	1	0.20761245674740483	0
Q13547	2	1	0.1694560669456067	0
Q9UKV0	2	1	0.18867924528301888	0
Q96ST3	2	1	0.1875	0
O15379	2	1	0.18877551020408162	0
O00458	2	1	0.2727272727272727	0
Q9BWE0	2	0	0.17391304347826086	0
Q9P2K3	2	0	0.21052631578947367	0
Q96N64	2	0	0.2857142857142857	0
Q96T58	2	0	0.1568627450980392	0
Q05516	2	0	0.1553398058252427	0
Q02447	2	0	0.25	0
P13056	2	0	0.4074074074074074	0
Q9UHJ3	2	0	0.4	0
P50539	2	0	0.09090909090909091	0
Q9Y5P3	2	0	0.2222222222222222	0
Q06330	2	0	0.13793103448275862	0
Q13422	2	0	0.17142857142857143	0
Q01826	2	0	0.3333333333333333	0
Q5FWF5	2	0	0.2	0
Q92766	2	0	0.4666666666666667	0
Q92618	2	0	0.375	0
Q14687	2	0	0.21621621621621623	0
Q9Y466	2	0	0.21875	0
P57682	2	0	0.25	0
Q53FE4	2	0	0.125	0
O75362	2	0	0.46153846153846156	0
O95243	2	0	0.1875	0
Q99592	2	0	0.16666666666666666	0
Q9H8N7	2	0	0.14285714285714285	0
Q99583	2	0	0.18181818181818182	0
Q86X95	2	0	0.13636363636363635	0
Q06455	2	0	0.15384615384615385	0
Q96MY1	2	0	0.4	0
Q8IV32	2	0	0.25	0
Q8N3X6	2	0	1.0	0
Q8WW38	2	0	0.3333333333333333	0
Q9H2S9	2	0	0.5384615384615384	0
Q9UKS7	2	0	0.5	0
Q96EK2	2	0	0.5	0
Q8TBJ5	2	0	1.0	0
Q9UKN5	2	0	0.375	0
Q96C55	2	0	0.125	0
O43474	2	0	0.20689655172413793	0
P41212	2	0	0.17857142857142858	0
Q8IX07	2	0	0.25	0
O75956	2	0	0.2222222222222222	0
O60315	2	0	0.27586206896551724	0
O95365	2	0	0.2631578947368421	0
O43593	2	0	0.2727272727272727	0
O94818	2	0	0.25	0
O14519	2	0	0.1590909090909091	0
O60381	2	0	0.16666666666666666	0
O14753	2	0	0.6	0
O95096	2	0	0.6666666666666666	0
Q9NX70	3	1	0.09302325581395349	0
Q9ULK4	3	1	0.1118421052631579	0
Q96G25	3	1	0.14545454545454545	0
Q9NVC6	3	1	0.12903225806451613	0
P24863	3	1	0.14285714285714285	0
O43513	3	1	0.20408163265306123	0
Q71SY5	3	0	0.2	0
Q8TB05	3	0	0.5	0
A0JLT2	3	0	0.09009009009009009	0
Q92922	4	1	0.14912280701754385	0
Q96GM5	4	1	0.16666666666666666	0
Q8TAQ2	4	1	0.17293233082706766	0
Q969G3	4	1	0.19	0
P51532	4	1	0.16842105263157894	0
P51531	4	1	0.2	0
P28370	4	1	0.17142857142857143	0
Q9UIG0	4	0	0.23684210526315788	0
Q9BZ95	4	0	0.175	0
Q02880	4	0	0.2903225806451613	0
Q8WUB8	4	0	0.3103448275862069	0
Q92782	4	0	0.5625	0
Q9H8M2	4	0	0.2727272727272727	0
O75177	4	0	0.21621621621621623	0
O75531	4	0	0.125	0
O14497	4	0	0.16666666666666666	0
Q9UMS4	5	1	0.038461538461538464	0
Q15393	5	1	0.027624309392265192	0
Q86XP3	5	1	0.0975609756097561	0
O75533	5	1	0.0374331550802139	0
P62304	5	0	0.03424657534246575	0
O43395	5	0	0.041666666666666664	0
P51668	6	1	0.04932735426008968	0
P51965	6	1	0.05555555555555555	0
Q9UK22	6	1	0.06060606060606061	0
O76064	6	1	0.17543859649122806	0
Q9P0N8	6	0	0.2222222222222222	0
Q9P2E8	6	0	0.25	0
P00748	6	0	0.10526315789473684	0
O14681	6	0	0.16666666666666666	0
Q9Y265	7	1	0.10256410256410256	0
Q9NPF5	7	1	0.10714285714285714	0
Q96EZ8	7	1	0.07792207792207792	0
O95602	7	1	0.04819277108433735	0
Q9H6T3	7	0	0.025974025974025976	0
Q9UEE9	7	0	0.2727272727272727	0
Q6PI26	7	0	0.09090909090909091	0
Q8N5I9	7	0	0.1	0
Q53TQ3	7	0	0.15384615384615385	0
P12524	7	0	0.05714285714285714	0
P12956	8	1	0.08191126279863481	0
P13010	8	1	0.1092436974789916	0
Q9Y5B9	8	1	0.11194029850746269	0
Q14191	8	1	0.26666666666666666	0
P46063	8	0	0.17857142857142858	0
P16104	8	0	0.06428571428571428	0
P52757	8	0	0.11627906976744186	0
P78545	8	0	0.15217391304347827	0
P46100	8	0	0.26	0
Q9BUH6	8	0	0.2857142857142857	0
Q9NTX7	8	0	0.1111111111111111	0
O95466	8	0	0.04918032786885246	0
Q96RP7	8	0	1.0	0
P61956	9	1	0.22596153846153846	0
P63165	9	1	0.23414634146341465	0
Q9UER7	9	1	0.16666666666666666	0
P55854	9	1	0.1623931623931624	0
P29590	9	1	0.1643192488262911	0
O75928	9	1	0.2647058823529412	0
P63279	9	0	0.1553398058252427	0
Q99497	9	0	0.08571428571428572	0
O75925	9	0	0.19626168224299065	0
O60229	9	0	0.09090909090909091	0
P15104	9	0	0.2564102564102564	0
Q9Y4E5	9	0	0.2	0
Q9H422	9	0	0.1891891891891892	0
Q9Y6X2	9	0	0.23636363636363636	0
Q9UJ78	9	0	0.36363636363636365	0
P20591	9	0	0.3333333333333333	0
Q9UIS9	9	0	0.2571428571428571	0
Q13569	9	0	0.2894736842105263	0
Q96B23	9	0	0.09375	0
P10275	9	0	0.12536443148688048	0
Q96HI0	9	0	0.2	0
Q86Y37	9	0	0.6	0
P12757	9	0	0.20224719101123595	0
Q9UGU5	9	0	0.16666666666666666	0
Q9UBW7	9	0	0.18181818181818182	0
Q6PEW1	9	0	0.3333333333333333	0
Q8N2W9	9	0	0.18681318681318682	0
Q5W0Q7	9	0	0.15789473684210525	0
Q9H2Y7	9	0	0.2	0
Q7Z333	9	0	0.13333333333333333	0
Q8N3Z6	9	0	0.23809523809523808	0
Q14865	9	0	0.26666666666666666	0
Q12772	9	0	0.10891089108910891	0
Q9UM63	9	0	0.45454545454545453	0
Q86Z02	9	0	0.29411764705882354	0
Q9UKL3	9	0	0.47619047619047616	0
Q9Y3V2	9	0	0.3333333333333333	0
O75030	9	0	0.16129032258064516	0
P56693	9	0	0.23809523809523808	0
Q03014	9	0	0.2222222222222222	0
P57739	9	0	0.25	0
O95551	9	0	0.16216216216216217	0
P35712	9	0	0.46153846153846156	0
Q9HCK0	9	0	0.6666666666666666	0
Q5JVG8	9	0	1.0	0
P01033	9	0	0.3333333333333333	0
O00180	9	0	0.3333333333333333	0
Q9UKL0	10	1	0.25675675675675674	0
O00327	10	1	0.08163265306122448	0
Q567U6	10	0	0.07272727272727272	0
P51610	11	1	0.07476635514018691	0
O14686	11	1	0.058823529411764705	0
P61964	11	0	0.05	0
Q9Y5A6	12	1	0.08333333333333333	0
P17028	12	1	0.05263157894736842	0
O15535	12	0	0.1111111111111111	0
P56524	13	1	0.1377245508982036	0
Q8WUI4	13	1	0.1744186046511628	0
O60307	13	0	0.04	0
Q04206	14	1	0.10220994475138122	0
Q9H0A8	14	1	0.09302325581395349	0
P19838	14	1	0.08022922636103152	0
Q00653	14	0	0.10526315789473684	0
Q99576	14	0	0.23529411764705882	0
Q9BYH8	14	0	0.5	0
Q8IU54	14	0	0.5	0
Q8NI38	14	0	0.3333333333333333	0
