name	submodule	is_seed	spd	component_id
P68431	1	1	0.18161925601750548	0
P84243	1	1	0.28169014084507044	0
P62805	1	1	0.15522388059701492	0
Q93079	1	1	0.3333333333333333	0
Q9NVP2	1	1	0.46153846153846156	0
Q99877	1	1	0.13636363636363635	0
Q99879	1	1	0.16666666666666666	0
P04908	1	1	0.15555555555555556	0
P58876	1	1	0.125	0
P57053	1	1	0.2	0
Q8N257	1	1	0.3076923076923077	0
Q5QNW6	1	1	0.16666666666666666	0
P33778	1	1	0.21666666666666667	0
O60814	1	1	0.2608695652173913	0
Q9NVM4	1	0	0.17391304347826086	0
P49321	1	0	0.16129032258064516	0
P33992	1	0	0.12547528517110265	0
Q96T88	1	0	0.19402985074626866	0
Q96HA7	1	0	0.36363636363636365	0
Q53GL7	1	0	0.3333333333333333	0
Q9H040	1	0	0.14583333333333334	0
Q8TEX9	1	0	0.109375	0
Q96NS5	1	0	0.2	0
Q96QV6	1	0	0.2962962962962963	0
P16403	1	0	0.11029411764705882	0
Q13111	1	0	0.2682926829268293	0
Q13112	1	0	0.2926829268292683	0
Q8IWY9	1	0	0.3333333333333333	0
Q149N8	1	0	0.2	0
Q9H3R0	1	0	0.30434782608695654	0
Q9Y294	1	0	0.38181818181818183	0
P54198	1	0	0.3191489361702128	0
Q6ZRQ5	1	0	0.25	0
Q9NR48	1	0	0.15384615384615385	0
Q9Y6J0	1	0	0.2571428571428571	0
Q6ZU65	1	0	0.38461538461538464	0
Q9Y2V0	1	0	0.75	0
Q9NPG3	1	0	0.375	0
O75164	1	0	0.1875	0
Q9Y2Q1	1	0	1.0	0
Q5IJ48	1	0	0.3333333333333333	0
O14929	1	0	0.17647058823529413	0
P35243	1	0	0.06666666666666667	0
A0PJE2	1	0	1.0	0
P27694	2	1	0.07739307535641547	0
P52701	2	1	0.17	0
P43246	2	1	0.1513157894736842	0
Q92878	2	1	0.13559322033898305	0
Q9Y2M0	2	1	0.09803921568627451	0
P12004	2	1	0.13253012048192772	0
P20585	2	1	0.21621621621621623	0
Q14191	2	1	0.3333333333333333	0
Q9UGP5	2	0	0.14285714285714285	0
P18858	2	0	0.09090909090909091	0
P13051	2	0	0.23809523809523808	0
P46100	2	0	0.3384615384615385	0
Q9UBT6	2	0	0.2	0
Q13156	2	0	0.2857142857142857	0
Q9H790	2	0	1.0	0
Q86UA6	2	0	0.1111111111111111	0
P43351	2	0	0.09090909090909091	0
O60921	2	0	0.15789473684210525	0
P08218	2	0	0.2	0
O60934	2	0	0.18	0
O43488	2	0	0.13793103448275862	0
O60870	2	0	0.2	0
O76040	2	0	1.0	0
Q9BWF2	3	1	0.15	0
P51668	3	1	0.05639097744360902	0
P51965	3	1	0.09558823529411764	0
Q13404	3	1	0.024390243902439025	0
Q9UK22	3	1	0.06818181818181818	0
O76064	3	1	0.20588235294117646	0
P61077	3	0	0.07423580786026202	0
Q8N6D2	3	0	0.2857142857142857	0
Q9C029	3	0	0.3076923076923077	0
Q5RIA9	3	0	1.0	0
Q9P0N8	3	0	0.07692307692307693	0
Q9P2E8	3	0	0.25	0
O94941	3	0	0.2631578947368421	0
O14681	3	0	0.125	0
P78527	4	1	0.11515151515151516	0
P13010	4	1	0.13851351351351351	0
Q9Y5B9	4	1	0.16463414634146342	0
P12956	4	1	0.10644257703081232	0
Q7L7L0	4	1	0.25	0
Q13426	4	1	0.21739130434782608	0
P0C0S8	4	1	0.08333333333333333	0
Q53H47	4	0	0.2857142857142857	0
P11308	4	0	0.13934426229508196	0
P52757	4	0	0.1276595744680851	0
Q86WJ1	4	0	0.19117647058823528	0
Q96BW5	4	0	0.16666666666666666	0
P09629	4	0	0.17647058823529413	0
Q9BUH6	4	0	0.25	0
Q53H76	4	0	0.4444444444444444	0
O75367	4	0	0.14285714285714285	0
Q03112	4	0	0.2698412698412698	0
P50549	4	0	0.17857142857142858	0
Q9H9Q4	4	0	0.2857142857142857	0
P52945	4	0	0.17647058823529413	0
P07288	4	0	0.15151515151515152	0
P20848	4	0	1.0	0
Q6IAD4	4	0	1.0	0
P06746	4	0	0.15384615384615385	0
O15393	4	0	0.38461538461538464	0
Q15427	5	1	0.09090909090909091	0
Q15393	5	1	0.057971014492753624	0
Q9UMS4	5	1	0.06	0
Q86XP3	5	1	0.10416666666666667	0
O75533	5	1	0.0776255707762557	0
Q15637	5	0	0.0502092050209205	0
P62308	5	0	0.042735042735042736	0
O43395	5	0	0.06666666666666667	0
O60508	5	0	0.0851063829787234	0
P63165	6	1	0.23673469387755103	0
P61956	6	1	0.23140495867768596	0
Q9UER7	6	1	0.203125	0
Q8IUQ4	6	1	0.13068181818181818	0
P55854	6	1	0.2518518518518518	0
Q9H2X6	6	1	0.22535211267605634	0
P29590	6	1	0.16731517509727625	0
P23497	6	1	0.2413793103448276	0
O75928	6	1	0.23595505617977527	0
Q9H3D4	6	0	0.10714285714285714	0
Q9P0U3	6	0	0.22916666666666666	0
P63279	6	0	0.14777327935222673	0
Q8N2W9	6	0	0.17142857142857143	0
O75925	6	0	0.2196969696969697	0
Q9GZU2	6	0	0.375	0
Q7Z333	6	0	0.14545454545454545	0
Q15486	6	0	0.2222222222222222	0
Q01543	6	0	0.42857142857142855	0
Q9UHP3	6	0	0.125	0
P15104	6	0	0.2857142857142857	0
Q9Y4E5	6	0	0.2	0
Q9H422	6	0	0.3	0
Q9Y6X2	6	0	0.26153846153846155	0
Q9UJ78	6	0	0.5	0
Q6VMQ6	6	0	0.08791208791208792	0
P20591	6	0	0.26666666666666666	0
Q9UIS9	6	0	0.25	0
Q13569	6	0	0.25	0
Q8TAD8	6	0	0.20618556701030927	0
O15350	6	0	0.13013698630136986	0
Q9UKL3	6	0	0.4230769230769231	0
Q9UM63	6	0	0.5	0
P41212	6	0	0.16216216216216217	0
P10242	6	0	0.1625	0
Q9H2Y7	6	0	0.17857142857142858	0
Q9UJU2	6	0	0.11666666666666667	0
Q96B23	6	0	0.0975609756097561	0
Q96HI0	6	0	0.15789473684210525	0
Q86Y37	6	0	0.3333333333333333	0
P12757	6	0	0.16379310344827586	0
Q9UBW7	6	0	0.18840579710144928	0
Q6PEW1	6	0	0.2727272727272727	0
Q5W0Q7	6	0	0.15384615384615385	0
Q5VV41	6	0	0.11764705882352941	0
Q8N3Z6	6	0	0.25	0
Q12772	6	0	0.09090909090909091	0
Q9P212	6	0	0.2222222222222222	0
P86478	6	0	0.16666666666666666	0
Q86Z02	6	0	0.3181818181818182	0
Q9UI21	6	0	0.4	0
Q9Y3V2	6	0	0.3333333333333333	0
Q8WWZ3	6	0	0.2857142857142857	0
Q59GP6	6	0	1.0	0
Q9HCK0	6	0	0.4444444444444444	0
O75030	6	0	0.19444444444444445	0
Q8NDC0	6	0	0.19230769230769232	0
O95551	6	0	0.14285714285714285	0
P35712	6	0	0.3125	0
Q6DJT9	6	0	0.5	0
Q15916	6	0	0.5	0
G2XKQ0	6	0	0.3225806451612903	0
O43255	6	0	0.17777777777777778	0
Q8NDT9	6	0	1.0	0
Q9H8M9	6	0	0.4	0
Q9BZY1	6	0	1.0	0
Q9UE85	6	0	1.0	0
Q71RA7	6	0	1.0	0
Q59H09	6	0	1.0	0
Q05835	6	0	1.0	0
Q59GQ8	6	0	1.0	0
P41145	6	0	0.16666666666666666	0
Q9NYA3	6	0	1.0	0
Q5JVG8	6	0	1.0	0
Q8NEV1	6	0	1.0	0
O00222	6	0	0.5	0
O00180	6	0	0.375	0
Q13247	7	1	0.12345679012345678	0
Q13243	7	1	0.10606060606060606	0
P84103	7	1	0.05128205128205128	0
Q08170	7	1	0.0847457627118644	0
Q9UK58	7	0	0.25	0
Q8NAV1	7	0	0.10416666666666667	0
P06702	7	0	0.07017543859649122	0
O75494	7	0	0.09090909090909091	0
Q9NUH8	7	0	0.11764705882352941	0
Q13547	8	1	0.16523235800344235	0
Q92769	8	1	0.18994413407821228	0
Q09028	8	1	0.18303571428571427	0
Q12873	8	1	0.1511627906976744	0
Q8TEE9	8	1	0.17857142857142858	0
O94776	8	1	0.13286713286713286	0
Q96ST3	8	1	0.17543859649122806	0
Q8IZD2	8	0	0.14634146341463414	0
Q13127	8	0	0.1875	0
Q96N64	8	0	0.5	0
Q9Y232	8	0	0.21951219512195122	0
Q8N108	8	0	0.2	0
Q8IWS0	8	0	0.1276595744680851	0
Q14865	8	0	0.17647058823529413	0
Q99583	8	0	0.15384615384615385	0
Q02447	8	0	0.20930232558139536	0
Q9UHJ3	8	0	0.3333333333333333	0
Q9BSJ6	8	0	0.14705882352941177	0
Q9H165	8	0	0.24242424242424243	0
Q5FWF5	8	0	0.23076923076923078	0
Q92766	8	0	0.2222222222222222	0
Q9Y466	8	0	0.2	0
O95243	8	0	0.21052631578947367	0
Q9P2R6	8	0	0.15151515151515152	0
Q5THR3	8	0	0.5	0
Q9H8N7	8	0	0.14285714285714285	0
Q96BF6	8	0	0.36363636363636365	0
P31270	8	0	0.3	0
Q8IV32	8	0	0.5	0
Q3SY56	8	0	0.15384615384615385	0
Q8WW38	8	0	0.21052631578947367	0
Q14703	8	0	0.16666666666666666	0
Q8TBJ5	8	0	1.0	0
Q8N328	8	0	1.0	0
Q9UKN5	8	0	0.2222222222222222	0
Q6ICB0	8	0	0.2	0
Q7Z3K6	8	0	0.3333333333333333	0
